,Player,MP,Load,rTS%,Box Creation,Passer Rating,Spacing,cTOV%,ScoreVal,PlayVal,FTA/100,FT%,rORB%,rDREB%,OBPM,BPM,IA Pts/75,IA PPG,IA APG,IA RPG,allStar,1stAS_yr,yr2AS
1583,John Salley,2003,19.8,0.076,1.3,3.6,82.0,0.146,0.2,-0.6,6.4,0.71,2.9,-0.5,0.2,2.5,13.1,8.3,1.3,4.8,0,,
1584,John Salmons,1603,23.2,-0.031,1.7,5.3,109.0,0.112,-1.0,-0.4,3.1,0.77,-2.9,-2.8,-0.6,-0.8,12.1,6.3,1.8,2.5,0,,
1586,John Starks,2118,38.7,0.019,5.4,5.4,111.0,0.096,0.2,0.3,7.4,0.78,-4.1,-5.6,1.5,2.4,21.2,13.9,3.2,2.3,1,1994.0,2.0
1588,John Tresvant,1553,24.1,-0.002,0.7,2.6,76.0,0.162,-0.5,-0.8,5.9,0.7,1.7,5.2,-1.2,-1.0,14.9,8.5,1.2,4.3,0,,
1590,John Williams,2428,28.6,-0.026,2.2,5.2,80.0,0.101,-0.3,0.0,5.2,0.73,-0.8,1.3,0.1,1.2,16.2,12.4,2.6,5.3,0,,
1592,Johnny Davis,2188,25.9,-0.004,2.3,4.1,82.0,0.123,-0.1,-0.1,4.8,0.83,-3.2,-8.6,-0.5,-0.6,15.0,13.3,3.2,2.4,0,,
1593,Johnny Dawkins,2179,34.3,0.013,5.3,6.9,108.0,0.096,-0.1,0.8,4.7,0.9,-3.4,-6.5,1.3,0.2,16.6,14.5,6.2,2.9,0,,
1594,Johnny Egan,752,27.6,-0.07400000000000001,3.0,4.4,77.0,0.135,-1.1,-0.1,3.7,0.77,-4.3,-7.8,-1.9,-2.5,12.5,5.1,2.4,0.8,0,,
1595,Johnny Green,1784,25.9,-0.016,0.2,2.7,57.0,0.152,-0.3,-0.8,6.1,0.52,4.6,12.2,-0.5,-1.8,15.3,8.8,1.2,6.0,1,1962.0,1.0
1597,Johnny Newman,1589,28.1,-0.006999999999999999,1.1,2.4,111.0,0.11,-0.3,-1.1,7.5,0.84,-0.5,-8.0,-0.6,-0.7,18.1,9.7,0.7,2.0,0,,
1598,Jon Barry,1242,29.2,-0.017,3.3,6.0,106.0,0.117,-1.2,-0.2,5.0,0.8,-3.2,-2.8,-0.7,0.5,14.2,6.2,2.2,2.0,0,,
1599,Jon Koncak,1684,16.5,-0.006999999999999999,0.8,2.0,79.0,0.163,-0.4,-1.1,5.6,0.65,3.2,8.4,-1.0,1.2,10.3,5.5,0.3,5.9,0,,
1600,Jon McGlocklin,1194,25.1,-0.022,1.8,3.7,71.0,0.124,-0.1,-0.2,3.5,0.71,-2.3,-6.0,-0.5,-1.5,14.8,7.3,1.5,1.6,1,1969.0,2.0
1601,Jon Sundvold,1150,30.9,-0.073,3.9,6.2,103.0,0.116,-1.4,0.1,2.5,0.81,-4.9,-8.1,-1.6,-3.4,12.9,5.3,2.5,0.9,0,,
1602,Jonas Jerebko,1468,23.1,0.021,0.5,2.5,119.0,0.104,-0.5,-1.3,4.5,0.81,2.2,3.2,0.1,-0.4,16.1,9.8,0.8,5.0,0,,
1603,Jonas Valanciunas,2282,23.2,0.038,1.5,1.7,92.0,0.134,0.1,-1.3,6.0,0.76,6.4,10.2,0.0,0.1,16.2,12.2,0.8,9.1,0,,
1604,Jordan Crawford,1753,40.6,-0.039,4.5,6.0,115.0,0.103,-0.6,0.3,6.0,0.79,-2.6,-6.5,-1.1,-1.9,21.9,15.9,3.2,2.6,0,,
1605,Jordan Farmar,1690,31.8,0.023,5.0,4.9,105.0,0.101,-0.1,0.0,2.3,0.68,-2.6,-5.6,1.1,0.4,17.2,8.9,2.7,2.1,0,,
1607,Josh Howard,2446,24.5,0.006,0.7,2.5,100.0,0.106,0.1,-1.1,4.9,0.73,2.2,-0.2,0.9,2.3,15.8,12.6,1.4,6.0,1,2007.0,2.0
1608,Josh McRoberts,1597,22.3,0.067,1.5,6.0,115.0,0.135,-0.4,-0.2,3.8,0.74,2.3,4.1,0.2,1.6,13.0,7.4,2.2,5.2,0,,
1609,Josh Smith,2559,26.9,-0.035,1.4,6.1,99.0,0.126,-0.7,-0.1,6.1,0.72,2.5,2.7,0.7,1.7,14.5,11.4,2.5,6.4,0,,
1610,Jrue Holiday,2901,35.8,-0.016,5.8,7.0,118.0,0.109,-0.7,0.6,3.8,0.82,-2.6,-4.2,1.1,1.9,15.9,14.5,6.9,4.1,1,2013.0,2.0
1611,Juan Dixon,1478,34.6,-0.04,3.7,5.0,108.0,0.107,-1.2,-0.4,4.9,0.8,-3.5,-5.1,-0.8,-1.7,18.8,9.7,1.9,1.9,0,,
1612,Jud Buechler,1287,22.5,-0.041,0.6,4.3,104.0,0.094,-0.8,-0.7,3.3,0.75,0.6,-3.7,-0.4,-1.0,12.5,5.8,1.2,2.6,0,,
1613,Junior Bridgeman,2410,30.5,-0.017,1.8,3.9,88.0,0.121,0.1,-0.2,4.2,0.86,-0.9,-1.2,0.2,-0.9,17.9,13.5,2.3,4.4,0,,
1614,Juwan Howard,3294,37.4,-0.012,4.2,4.9,83.0,0.126,-0.1,0.0,6.6,0.75,0.8,2.6,1.1,1.7,21.3,21.6,4.2,7.8,1,1996.0,0.0
1615,K.C. Jones,1274,21.9,0.014,2.2,4.4,76.0,0.14400000000000002,-0.3,0.0,4.7,0.75,-3.5,-5.2,-0.9,0.0,12.1,5.4,2.4,1.5,0,,
1616,Karl Malone,2857,34.7,-0.002,2.2,2.8,65.0,0.112,0.1,-0.8,8.8,0.6,3.3,7.9,-0.1,1.3,22.1,19.9,1.7,9.7,1,1988.0,1.0
1617,Kawhi Leonard,1810,21.2,0.057,1.3,3.2,121.0,0.08,0.5,-0.8,3.5,0.83,-1.0,2.4,1.4,3.0,15.1,12.3,1.6,5.8,1,2016.0,3.0
1618,Keith Askins,935,16.0,-0.044,0.3,3.2,106.0,0.125,-1.1,-1.1,2.2,0.73,2.5,1.9,-0.7,-0.1,9.4,3.2,0.4,2.8,0,,
1619,Keith Bogans,1791,30.8,-0.064,1.9,4.7,105.0,0.113,-1.1,-0.5,5.3,0.73,-1.1,-4.2,-0.8,-1.7,16.1,9.7,1.8,2.9,0,,
1620,Keith Erickson,1454,26.3,-0.08,1.0,3.8,75.0,0.134,-1.0,-0.4,4.3,0.74,-0.2,1.0,-1.6,-2.1,13.7,6.5,1.5,2.7,0,,
1621,Keith Van Horn,1576,37.6,0.008,2.1,2.5,117.0,0.117,0.3,-0.9,9.9,0.86,1.6,4.1,0.8,0.7,24.6,23.1,1.6,8.0,0,,
1622,Kelvin Cato,545,20.3,-0.035,1.2,3.1,67.0,0.133,-0.8,-0.9,6.6,0.51,4.8,6.6,-1.0,3.6,12.0,3.8,0.5,3.4,0,,
1623,Kemba Walker,2859,41.3,-0.018000000000000002,6.9,6.4,112.0,0.09,-0.5,0.5,6.8,0.8,-3.0,-5.5,0.9,0.0,20.8,19.0,6.0,3.5,1,2017.0,4.0
1624,Ken Norman,3020,28.9,-0.015,1.8,4.5,67.0,0.107,-0.4,-0.3,4.1,0.63,2.1,1.5,0.0,-0.6,16.9,16.4,2.9,7.6,0,,
1625,Kendall Gill,2906,34.9,-0.022,3.1,5.3,78.0,0.083,-0.1,0.0,6.2,0.75,-0.6,-4.5,0.8,1.1,20.1,18.9,3.6,4.5,0,,
1626,Kendrick Perkins,1332,19.6,0.013,0.7,2.9,74.0,0.214,-1.4,-1.4,5.1,0.62,7.6,9.1,-1.8,0.3,10.7,5.1,1.0,5.7,0,,
1627,Kenneth Faried,2248,22.9,0.038,0.4,3.3,67.0,0.109,0.4,-1.0,6.0,0.61,7.9,8.5,1.2,2.8,16.1,11.9,1.0,8.9,0,,
1629,Kenny Carr,1149,27.8,-0.008,1.7,2.3,66.0,0.165,-0.5,-0.9,5.4,0.61,0.4,6.5,-1.6,-1.4,16.8,6.9,0.7,3.7,0,,
1630,Kenny Gattison,941,22.5,0.049,1.0,2.3,80.0,0.155,-0.8,-1.4,5.7,0.68,2.1,2.0,-1.4,-0.2,14.8,5.7,0.6,3.0,0,,
1631,Kenny Sears,2516,23.9,0.068,0.8,2.1,84.0,0.166,0.9,-0.6,8.3,0.79,-2.6,0.6,0.5,0.5,17.1,16.2,1.7,6.0,0,,
1632,Kenny Smith,3145,35.5,-0.014,6.0,7.0,101.0,0.107,-0.6,0.7,5.4,0.74,-5.0,-7.3,0.7,-0.1,16.3,16.3,6.7,2.6,0,,
1633,Kenny Thomas,1820,21.0,-0.011,0.3,2.9,104.0,0.162,-0.6,-1.1,3.7,0.72,2.4,3.9,-0.3,-0.2,12.3,7.4,1.0,5.3,0,,
1634,Kent Benson,2132,27.1,0.025,1.7,4.7,88.0,0.122,0.6,0.0,5.2,0.74,3.1,7.2,0.5,2.4,17.0,11.4,2.2,6.5,0,,
1635,Kenyon Martin,2504,31.0,-0.017,2.8,4.9,88.0,0.116,-0.3,-0.2,5.6,0.68,-0.8,-1.8,0.4,2.9,17.9,15.0,2.5,4.9,1,2004.0,2.0
1636,Kermit Washington,949,19.5,-0.03,0.2,3.6,64.0,0.206,-1.0,-0.8,5.8,0.59,4.8,10.4,-1.7,-1.1,9.9,4.2,1.1,5.3,1,1980.0,5.0
1638,Kevin Duckworth,2223,29.0,0.023,1.7,1.7,93.0,0.128,0.7,-1.0,9.0,0.77,4.3,3.7,0.2,-0.3,19.7,14.6,0.7,6.9,1,1989.0,1.0
1640,Kevin Edwards,2211,32.1,-0.086,2.6,4.8,84.0,0.121,-1.5,-0.4,3.9,0.76,-2.7,-3.0,-2.2,-2.8,15.4,11.3,2.9,3.4,0,,
1641,Kevin Gamble,2706,26.3,0.086,3.3,4.3,83.0,0.103,1.2,0.0,4.1,0.82,-2.7,-6.6,1.7,2.8,17.7,14.9,2.8,3.1,0,,
1642,Kevin Garnett,2995,29.4,0.001,2.6,4.9,84.0,0.105,0.0,-0.2,4.8,0.75,1.4,3.0,1.0,2.5,17.9,17.1,3.0,7.7,1,1997.0,0.0
1643,Kevin Grevey,1306,26.2,-0.059,1.2,3.2,68.0,0.119,-0.6,-0.6,4.2,0.66,-0.5,-5.5,-1.1,-1.6,15.2,6.7,0.9,2.1,0,,
1644,Kevin Johnson,874,34.6,-0.002,5.8,6.8,94.0,0.101,-0.6,0.6,5.4,0.86,-4.5,-4.2,0.9,0.8,14.2,8.8,4.8,2.3,1,1990.0,2.0
1645,Kevin Loughery,1457,29.6,-0.062,2.3,4.7,70.0,0.131,-0.7,0.0,5.0,0.71,-4.1,-8.0,-0.9,-1.8,14.7,8.2,2.9,1.3,0,,
1646,Kevin Love,1714,31.2,0.006,1.2,5.1,125.0,0.109,-0.3,-0.4,8.0,0.82,9.2,13.9,1.2,0.4,18.8,13.7,2.3,10.5,1,2011.0,1.0
1647,Kevin Martin,1913,23.2,0.069,1.6,2.4,120.0,0.095,0.4,-1.0,6.1,0.85,-1.9,-2.2,0.8,0.2,16.4,10.7,1.4,3.4,0,,
1648,Kevin McHale,2332,25.3,0.03,1.3,2.4,82.0,0.111,0.7,-0.8,5.0,0.75,2.7,3.4,0.4,1.6,17.5,13.0,1.0,6.6,1,1984.0,2.0
1649,Kevin Ollie,577,23.4,0.034,4.0,6.6,81.0,0.102,-1.0,0.2,8.8,0.8,-4.1,-3.4,-0.5,-0.5,11.1,5.8,3.5,2.1,0,,
1652,Kevin Seraphin,1176,23.2,0.022,0.9,3.1,78.0,0.125,-0.6,-1.0,3.1,0.67,4.4,2.5,0.3,-0.5,15.8,8.6,0.7,4.9,0,,
1654,Keyon Dooling,969,28.4,-0.025,3.4,4.5,112.0,0.116,-1.1,-0.5,3.1,0.77,-4.6,-7.0,-1.0,-2.5,15.1,6.5,1.6,1.2,0,,
1655,Khris Middleton,2460,26.8,0.0,2.2,5.1,128.0,0.097,-0.3,-0.3,2.9,0.86,-2.4,-2.9,0.4,-0.1,16.2,13.0,2.2,3.9,1,2019.0,5.0
1657,Kirk Hinrich,2800,37.8,-0.034,6.5,7.1,115.0,0.087,-0.8,0.7,4.0,0.79,-4.4,-3.5,0.6,2.3,17.4,15.7,6.5,3.7,0,,
1658,Klay Thompson,2936,29.3,-0.002,2.9,4.6,123.0,0.092,0.0,-0.3,2.7,0.84,-4.1,-4.7,0.8,1.3,18.3,17.2,2.3,3.7,1,2015.0,2.0
1659,Kobe Bryant,2056,39.5,0.024,4.5,4.6,112.0,0.099,0.8,0.0,11.4,0.79,-1.8,-5.0,2.5,2.0,23.9,15.5,2.4,2.8,1,1998.0,0.0
1662,Kurt Nimphius,1515,18.1,-0.02,0.8,5.4,66.0,0.111,0.0,0.1,4.3,0.55,4.3,4.6,0.1,0.5,10.4,5.1,1.3,4.9,0,,
1663,Kurt Rambis,1806,18.6,0.07,0.5,2.6,75.0,0.199,0.0,-0.9,4.2,0.69,3.8,8.2,-0.2,2.0,11.9,7.3,1.0,6.5,0,,
1664,Kurt Thomas,1182,25.8,-0.022,1.6,3.2,66.0,0.132,-1.1,-1.0,5.0,0.61,2.5,5.6,-1.0,1.1,15.3,9.1,1.2,5.7,0,,
1665,Kwame Brown,1773,24.0,-0.023,1.5,2.6,75.0,0.142,-0.4,-1.0,6.7,0.67,2.8,5.6,-1.0,-0.8,14.5,7.8,0.8,5.1,0,,
1666,Kyle Lowry,608,29.6,0.017,5.1,5.4,104.0,0.111,-0.8,0.1,5.7,0.8,-3.4,-3.1,0.2,0.8,14.1,7.9,3.9,2.5,1,2015.0,6.0
1667,Kyle Macy,2845,26.9,0.032,3.0,5.9,117.0,0.078,0.2,0.4,2.9,0.9,-3.5,-6.5,1.4,2.3,15.2,13.8,4.3,3.1,0,,
1669,Lamar Odom,2836,38.0,0.018000000000000002,4.5,6.4,103.0,0.132,0.0,0.4,7.3,0.68,-1.0,4.5,1.8,2.8,19.7,17.9,5.1,7.3,0,,
1670,LaMarcus Aldridge,2649,32.7,-0.017,2.6,2.5,86.0,0.08,0.1,-0.9,6.1,0.76,4.5,1.1,0.7,0.8,21.4,18.8,1.7,7.7,1,2012.0,4.0
1671,Lamond Murray,1816,23.9,-0.029,0.9,3.3,106.0,0.13,-0.8,-0.9,3.7,0.75,-0.3,-3.3,-0.7,-1.6,14.1,8.3,1.0,3.1,0,,
1672,Lance Stephenson,2278,23.5,-0.005,2.6,5.3,96.0,0.106,-0.7,-0.2,2.7,0.65,-3.0,-2.4,0.1,1.2,12.6,9.6,3.0,4.0,0,,
1674,LaPhonso Ellis,2699,27.7,0.014,1.5,3.7,80.0,0.116,0.0,-0.6,6.6,0.67,3.0,4.8,0.5,1.9,17.5,15.2,1.9,8.2,0,,
1675,Larry Costello,2111,20.8,0.011,0.7,4.3,79.0,0.162,-0.3,0.0,4.7,0.79,-3.8,-4.0,0.0,-0.4,10.5,8.4,4.2,3.2,1,1958.0,1.0
1676,Larry Drew,1973,34.8,-0.018000000000000002,4.8,6.1,88.0,0.121,-0.6,0.4,4.5,0.79,-4.9,-6.4,-0.5,-0.9,16.1,10.3,4.7,1.8,0,,
1677,Larry Hughes,1018,36.7,-0.044,2.4,4.4,92.0,0.131,-0.4,-0.2,7.2,0.75,-0.8,-2.8,-0.9,-0.9,21.4,15.2,2.4,4.0,0,,
1678,Larry Johnson,3323,32.3,0.038,1.9,4.4,94.0,0.102,0.8,-0.2,6.3,0.77,3.2,4.4,2.4,2.3,20.0,20.4,3.7,9.7,1,1993.0,0.0
1680,Larry Nance,2914,26.2,0.042,1.7,3.6,73.0,0.118,0.7,-0.4,4.7,0.67,2.8,3.8,0.9,3.5,17.5,16.6,2.2,8.5,1,1985.0,2.0
1681,Larry Siegfried,1675,31.4,0.018000000000000002,2.6,3.7,88.0,0.117,0.3,-0.1,7.3,0.88,-3.4,-7.0,0.1,0.4,20.4,11.9,2.2,1.6,0,,
1682,Larry Smith,2213,14.2,0.01,0.2,3.3,60.0,0.155,-0.4,-0.7,3.4,0.55,6.9,13.4,0.1,1.4,8.7,6.8,1.0,10.6,0,,
1683,Larry Steele,1301,21.1,0.03,1.6,5.0,79.0,0.16899999999999998,-0.7,-0.3,3.0,0.8,-2.6,-4.9,-0.8,-0.6,10.9,5.1,1.9,1.8,0,,
1684,LaSalle Thompson,1915,24.7,0.019,0.7,2.2,86.0,0.166,-0.2,-1.1,5.4,0.72,8.6,13.9,-0.7,1.9,15.4,9.7,0.9,8.7,0,,
1685,Latrell Sprewell,3533,32.5,0.004,3.2,5.0,112.0,0.095,0.3,0.1,6.3,0.77,-3.9,-3.9,1.5,2.5,18.4,20.1,4.1,4.5,1,1994.0,0.0
1686,Leandro Barbosa,1087,29.2,0.046,3.9,4.7,115.0,0.13699999999999998,-0.3,-0.3,3.2,0.8,-2.4,-5.1,1.0,-0.1,15.8,6.8,1.9,1.9,0,,
1688,Ledell Eackles,1696,41.8,-0.041,3.8,5.1,96.0,0.098,-0.4,0.0,8.0,0.75,-1.7,-7.1,-0.1,-2.0,22.9,12.9,2.1,2.2,0,,
1689,Len Chappell,2489,27.5,0.011,0.4,2.2,76.0,0.111,0.3,-0.8,6.6,0.72,3.0,2.2,1.7,-1.7,19.1,15.2,1.1,5.9,1,1964.0,0.0
1690,Len Elmore,1264,18.7,-0.086,0.3,4.2,86.0,0.139,-0.9,-0.5,2.8,0.72,2.8,10.0,-1.8,0.6,9.6,3.9,0.8,4.7,0,,
1691,Lenny Wilkens,870,27.8,-0.038,2.2,4.3,77.0,0.135,-0.3,0.0,4.9,0.76,-2.1,-5.5,0.0,-1.2,14.2,14.7,5.1,3.5,1,1963.0,1.0
1692,Leroy Ellis,1459,21.0,-0.018000000000000002,0.5,2.1,79.0,0.163,-0.1,-0.7,5.0,0.66,3.1,6.4,-1.1,-1.1,13.1,6.1,0.6,4.1,0,,
1693,Lester Conner,2573,24.7,-0.006,2.1,6.7,72.0,0.105,-0.5,0.3,4.7,0.72,-1.4,-5.5,0.4,0.5,12.6,10.4,4.2,3.6,0,,
1694,Lindsey Hunter,944,33.4,-0.084,4.2,6.1,106.0,0.129,-1.7,-0.1,3.0,0.73,-3.3,-7.3,-1.0,-1.5,13.0,7.4,3.6,1.8,0,,
1695,Lionel Hollins,2224,35.4,-0.034,3.7,5.3,75.0,0.113,-0.2,0.3,5.7,0.75,-4.0,-6.4,0.4,0.6,18.6,14.0,3.9,2.4,1,1978.0,1.0
1696,Lionel Simmons,2895,31.5,-0.026,3.0,5.4,79.0,0.114,-0.6,-0.1,6.1,0.77,-1.1,4.7,-0.1,1.0,16.9,16.0,3.8,7.5,0,,
1697,Lonnie Shelton,2319,29.5,0.034,1.7,3.3,80.0,0.146,0.5,-0.4,5.2,0.74,2.9,2.9,0.1,2.2,18.8,17.7,2.7,7.8,1,1982.0,4.0
1698,Lorenzen Wright,2067,19.6,-0.034,0.9,3.0,70.0,0.102,-0.4,-1.0,5.4,0.66,3.5,10.0,0.1,0.0,12.3,9.2,0.8,8.3,0,,
1699,Lou Hudson,966,32.7,0.004,1.6,3.2,73.0,0.113,0.3,-0.5,7.2,0.73,-0.4,-2.8,0.5,-0.2,21.2,11.0,1.4,2.6,1,1969.0,1.0
1700,Lou Williams,1862,38.8,-0.017,5.4,6.2,113.0,0.093,-0.4,0.4,8.3,0.78,-2.7,-6.6,0.8,0.2,20.2,11.8,3.3,2.1,0,,
1701,Louis Orr,1951,28.0,0.015,1.8,3.5,83.0,0.122,-0.2,-0.7,6.3,0.8,0.3,-1.8,-0.5,-0.7,17.7,11.3,1.5,4.1,0,,
1702,Loy Vaught,1687,21.3,-0.014,0.3,3.4,91.0,0.08900000000000001,-0.3,-0.9,2.0,0.8,3.9,10.0,-0.1,-0.1,13.5,7.3,0.8,6.1,0,,
1703,Luc Longley,1045,22.9,-0.045,1.7,2.8,86.0,0.188,-1.5,-1.2,3.6,0.72,1.8,5.7,-2.5,1.2,11.9,5.7,0.9,4.2,0,,
1704,Luc Mbah a Moute,1866,16.2,-0.013,0.3,2.9,85.0,0.123,-0.9,-1.1,3.7,0.7,4.6,-0.1,-0.6,0.4,9.8,6.4,1.2,5.5,0,,
1705,Lucious Harris,1695,27.9,0.005,1.8,4.4,116.0,0.08199999999999999,-0.1,-0.4,5.1,0.8,-1.2,-4.6,0.7,-0.6,17.1,9.3,1.5,2.7,0,,
1706,Lucius Allen,2316,29.5,0.043,3.0,5.0,77.0,0.116,0.7,0.3,4.8,0.76,-2.8,-7.6,1.7,2.3,17.2,11.7,3.6,2.4,0,,
1707,Luis Scola,2488,25.3,0.028,1.5,2.2,83.0,0.103,0.2,-1.1,5.5,0.76,4.5,8.7,0.3,1.5,17.0,13.3,1.6,9.0,0,,
1709,Luke Jackson,1966,19.9,-0.028,0.5,3.6,80.0,0.16399999999999998,-0.3,-0.3,4.2,0.74,2.2,4.7,-0.9,0.5,11.3,7.0,1.6,5.0,0,,
1710,Luke Ridnour,2571,32.8,-0.025,5.5,6.9,125.0,0.097,-0.5,0.8,3.8,0.88,-0.04441029900332244,0.090481727574751,1.5,1.3,13.6,10.6,6.3,2.5,0,,
1711,Luke Walton,768,24.6,-0.037000000000000005,1.1,7.5,100.0,0.162,-1.3,0.0,3.3,0.71,2.4,-1.6,0.0,-0.7,10.6,3.3,1.6,2.2,0,,
1712,Luol Deng,2604,27.0,-0.018000000000000002,2.0,3.0,94.0,0.078,-0.2,-0.8,5.5,0.75,0.1,2.6,0.1,0.8,17.1,14.0,1.9,6.2,1,2012.0,6.0
1714,Mahmoud Abdul-Rauf,1538,40.4,-0.062,5.3,5.9,117.0,0.092,-1.3,0.1,3.4,0.87,-5.1,-6.6,-1.6,-3.3,20.2,9.8,2.1,1.3,0,,
1715,Malik Allen,616,22.9,-0.067,0.9,3.2,82.0,0.105,-1.0,-1.1,2.9,0.76,2.2,0.4,-1.3,-1.7,13.6,4.6,0.4,2.6,0,,
1716,Malik Sealy,623,35.0,-0.07200000000000001,2.0,4.2,82.0,0.12,-1.1,-0.6,7.2,0.68,1.9,-0.2,-0.9,-0.4,18.3,6.7,1.0,2.7,0,,
1717,Manu Ginobili,2260,35.1,0.02,3.9,6.4,115.0,0.108,-0.1,0.2,7.1,0.8,-1.4,-1.7,1.6,3.9,18.9,13.8,3.9,4.3,1,2005.0,1.0
1719,Marc Gasol,2469,23.5,0.07400000000000001,2.4,4.6,81.0,0.119,0.5,-0.3,7.8,0.67,4.5,5.8,0.9,2.9,16.0,14.7,2.5,9.1,1,2012.0,2.0
1720,Marc Iavaroni,1532,18.7,-0.023,0.8,3.4,81.0,0.208,-1.1,-0.9,4.1,0.74,0.3,2.4,-2.0,-0.6,9.5,4.9,1.1,4.0,0,,
1721,Marc Jackson,1041,26.3,-0.011,1.2,2.1,94.0,0.114,-0.4,-1.2,7.5,0.77,3.9,0.4,-0.6,-1.4,16.8,5.5,0.5,2.7,0,,
1722,Marcin Gortat,1088,15.7,0.02,0.5,1.6,79.0,0.14,-0.7,-1.5,3.6,0.68,6.2,9.6,-1.1,-0.5,10.8,3.7,0.2,4.2,0,,
1723,Marco Belinelli,1121,28.1,0.0,3.4,4.7,120.0,0.1,-0.5,-0.3,5.6,0.84,-3.8,-6.4,0.2,-1.4,16.6,7.2,1.4,1.4,0,,
1724,Marcus Camby,2002,28.9,-0.076,1.6,3.5,73.0,0.121,-0.8,-0.7,6.3,0.61,4.6,1.6,-1.0,0.3,15.6,12.3,1.7,7.0,0,,
1725,Marcus Morris,1800,26.1,0.011,1.6,3.6,121.0,0.1,0.0,-0.8,4.4,0.76,0.1,-0.3,0.6,0.6,17.2,10.0,1.1,3.9,0,,
1726,Marcus Thornton,1030,35.2,0.006,3.8,4.5,115.0,0.077,-0.2,-0.3,5.8,0.81,-1.3,-1.4,1.4,0.9,21.0,13.2,1.9,3.5,0,,
1727,Mario Chalmers,1807,26.8,-0.024,3.8,5.4,107.0,0.134,-1.1,-0.1,3.3,0.75,-3.7,-7.6,-0.5,0.4,11.8,7.5,3.7,1.9,0,,
1728,Mario Elie,1677,21.5,0.084,1.8,5.0,110.0,0.107,0.3,-0.1,5.0,0.85,-2.0,-3.3,1.1,1.0,13.1,7.1,1.9,2.5,0,,
1730,Mark Bryant,562,18.0,-0.057,0.5,2.5,61.0,0.117,-0.8,-1.1,4.2,0.56,3.9,4.4,-1.6,-1.3,10.7,2.7,0.2,2.3,0,,
1731,Mark Eaton,2139,14.2,-0.053,1.3,5.4,71.0,0.147,-0.6,-0.1,2.6,0.59,1.1,7.4,-0.8,2.3,7.6,5.2,1.2,7.0,1,1989.0,5.0
1733,Mark Olberding,1773,20.6,0.042,1.2,4.0,88.0,0.14,0.3,-0.2,5.6,0.81,0.0,1.6,-0.5,0.0,13.2,9.8,1.9,5.3,0,,
1736,Markieff Morris,1837,26.4,-0.062,1.0,4.7,114.0,0.11,-1.0,-0.6,3.6,0.73,2.6,2.0,-0.5,0.2,14.6,8.5,1.3,4.8,0,,
1739,Marquis Daniels,1412,29.1,-0.045,2.0,5.5,84.0,0.11,-0.9,-0.3,4.9,0.74,1.3,-4.3,0.4,1.1,15.6,9.1,2.1,3.4,0,,
1740,Marreese Speights,1016,31.7,-0.019,2.0,2.9,90.0,0.08199999999999999,-0.3,-1.0,7.5,0.75,4.4,5.0,-0.5,-0.8,21.0,8.8,0.6,4.1,0,,
1741,Martell Webster,1759,21.1,-0.019,1.1,2.6,109.0,0.109,-0.6,-1.1,4.1,0.71,-2.4,-0.4,-0.9,-2.0,13.7,7.3,0.7,3.0,0,,
1743,Marvin Williams,2179,26.8,-0.031,1.9,4.0,99.0,0.115,-0.6,-0.6,6.5,0.82,-0.8,-0.4,-0.5,-0.6,15.9,13.5,2.0,5.2,0,,
1744,Mason Plumlee,1743,24.5,0.036000000000000004,2.1,2.9,59.0,0.126,-0.1,-0.9,9.4,0.5,6.3,6.6,-0.2,0.8,16.6,9.7,1.0,6.5,0,,
1745,Matt Barnes,715,19.9,-0.064,0.6,3.6,78.0,0.161,-1.3,-1.0,4.2,0.6,2.0,-1.2,-1.5,-0.7,9.2,3.8,1.3,2.9,0,,
1747,Matt Bullard,1356,27.1,0.01,2.1,5.1,126.0,0.077,0.0,-0.2,2.8,0.78,-0.5,-1.3,1.1,0.3,16.5,7.1,1.3,2.7,0,,
1748,Matt Carroll,1275,26.2,0.005,1.2,1.7,120.0,0.073,-0.3,-1.3,6.8,0.82,-2.6,-2.5,-0.5,-1.7,18.5,7.4,0.5,1.9,0,,
1750,Matt Guokas,1612,18.1,0.043,1.5,5.4,77.0,0.14400000000000002,-0.1,0.2,3.7,0.78,-1.9,-7.3,-0.5,1.3,10.3,5.0,2.2,1.3,0,,
1751,Matt Harpring,1615,26.3,0.004,1.4,3.7,99.0,0.11,-0.3,-0.7,5.4,0.81,0.9,-3.5,0.2,-0.5,16.3,11.4,1.8,4.0,0,,
1752,Maurice Cheeks,2623,26.9,0.058,3.5,6.2,83.0,0.141,-0.2,0.4,4.1,0.78,-3.5,-5.7,0.3,2.0,12.6,11.0,6.3,3.3,1,1983.0,3.0
1753,Maurice Evans,1139,23.5,0.01,0.3,2.5,115.0,0.081,-0.2,-1.2,3.2,0.8,2.3,-5.3,0.8,-0.2,15.2,5.3,0.8,2.1,0,,
1754,Maurice Harkless,1950,18.9,0.001,1.1,3.3,98.0,0.122,-0.9,-1.1,3.8,0.59,-1.1,-3.5,-0.8,-0.7,12.1,7.8,1.1,3.3,0,,
1755,Maurice Taylor,1505,35.1,-0.006,2.3,2.8,81.0,0.122,0.1,-0.9,7.3,0.73,1.4,-2.2,0.0,-2.2,22.3,18.2,1.5,5.1,0,,
1756,McCoy McLemore,1467,21.0,-0.003,0.2,2.3,76.0,0.155,-0.3,-0.8,5.0,0.74,2.1,4.0,-1.1,-1.4,13.8,6.2,0.6,3.6,0,,
